,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,,Flag
27,2020/7/28,良,96,360,72,44,2,19,0.95,85,,0
28,2020/7/29,良,76,355,55,51,3,17,0.86,109,,0
29,2020/7/30,良,100,364,72,68,2,22,0.83,105,,0
30,2020/7/31,良,62,352,42,54,3,21,0.72,96,,0
0,2020/8/1,优,48,306,33,31,2,23,0.67,68,,0
1,2020/8/2,优,42,294,15,31,2,19,0.44,101,,0
2,2020/8/3,优,41,262,17,34,2,22,0.48,98,,0
3,2020/8/4,优,41,287,13,35,2,26,0.42,80,,0
4,2020/8/5,良,52,341,31,53,2,31,0.69,59,,0
5,2020/8/6,优,47,346,30,42,2,21,0.79,88,,0
6,2020/8/7,优,41,313,23,31,3,18,0.69,81,,0
7,2020/8/8,优,46,325,22,40,2,18,0.57,104,,0
8,2020/8/9,优,43,270,17,32,2,15,0.45,112,,0
9,2020/8/10,优,37,211,14,25,2,15,0.4,104,,0
10,2020/8/11,良,65,335,30,53,2,19,0.57,121,,0
11,2020/8/12,优,50,328,33,47,2,20,0.65,77,,0
12,2020/8/13,优,27,180,11,16,3,13,0.6,77,,0
13,2020/8/14,良,53,335,26,41,2,21,0.61,99,,0
14,2020/8/15,优,47,328,32,46,2,23,0.64,73,,0
15,2020/8/16,良,54,317,38,37,3,20,0.62,60,,0
16,2020/8/17,良,65,348,47,39,2,19,0.75,54,,0
17,2020/8/18,优,47,283,31,25,2,21,0.64,39,,0
18,2020/8/19,优,23,103,9,22,2,21,0.41,41,,0
19,2020/8/20,优,31,201,19,29,2,22,0.5,39,,0
20,2020/8/21,优,45,309,22,43,2,25,0.62,79,,0
21,2020/8/22,良,57,336,37,57,2,25,0.68,93,,0
22,2020/8/23,良,78,362,56,72,2,25,0.75,101,,0
23,2020/8/24,优,30,119,10,15,2,13,0.37,87,,0
24,2020/8/25,优,47,270,17,41,2,28,0.5,84,,0
25,2020/8/26,良,85,363,58,77,4,31,1.55,90,,0
26,2020/8/27,良,68,340,45,51,2,24,1.04,75,,0
27,2020/8/28,优,42,167,16,38,2,24,0.51,90,,0
28,2020/8/29,良,68,325,48,73,2,31,0.8,92,,0
29,2020/8/30,良,73,340,53,55,2,21,0.95,93,,0
30,2020/8/31,优,29,127,15,23,2,20,0.5,42,,0
0,2020/9/1,优,28,64,11,25,2,22,0.46,43,,0
1,2020/9/2,优,27,42,13,25,2,19,0.4,46,,0
2,2020/9/3,优,20,26,6,16,2,16,0.34,48,,0
3,2020/9/4,优,36,95,13,33,2,27,0.45,48,,0
4,2020/9/5,良,55,247,23,51,2,30,1.17,84,,0
5,2020/9/6,良,90,358,57,82,4,32,1.02,120,,0
6,2020/9/7,优,33,88,16,28,2,19,0.44,80,,0
7,2020/9/8,优,22,53,7,18,2,21,0.33,46,,0
8,2020/9/9,优,26,80,7,22,2,25,0.33,44,,0
9,2020/9/10,优,20,49,6,20,2,20,0.32,36,,0
10,2020/9/11,优,16,8,4,14,2,17,0.4,26,,0
11,2020/9/12,优,21,46,10,20,2,16,0.43,44,,0
12,2020/9/13,优,40,198,23,38,2,25,0.53,58,,0
13,2020/9/14,良,59,314,42,49,2,23,0.61,64,,0
14,2020/9/15,优,50,308,34,22,2,21,0.67,52,,0
15,2020/9/16,优,16,15,5,15,2,13,0.28,38,,0
16,2020/9/17,优,21,45,6,18,2,19,0.33,41,,0
17,2020/9/18,优,28,141,9,25,2,28,0.37,35,,0
18,2020/9/19,优,36,173,13,36,2,31,0.41,58,,0
19,2020/9/20,优,32,169,11,30,2,25,0.33,59,,0
20,2020/9/21,良,59,318,36,64,3,37,0.63,69,,0
21,2020/9/22,优,41,229,23,37,2,31,0.5,43,,0
22,2020/9/23,优,48,269,33,35,2,34,0.93,38,,0
23,2020/9/24,优,43,204,27,23,3,23,0.65,59,,0
24,2020/9/25,优,50,223,34,39,2,32,0.7,63,,0
25,2020/9/26,良,73,327,52,54,2,34,0.71,85,,0
26,2020/9/27,良,88,358,65,65,2,38,0.77,97,,0
27,2020/9/28,轻度污染,109,361,82,84,2,39,0.82,78,,1
28,2020/9/29,优,21,34,13,13,3,18,0.39,38,,0
29,2020/9/30,优,28,62,16,27,2,26,0.39,25,,0
0,2020/10/1,良,61,295,43,47,2,29,0.59,32,,0
1,2020/10/2,优,22,49,5,18,2,12,0.21,47,,0
2,2020/10/3,优,40,211,20,44,4,27,0.45,37,,0
3,2020/10/4,优,20,62,4,19,2,8,0.18,43,,0
4,2020/10/5,优,22,90,6,20,2,20,0.26,35,,0
5,2020/10/6,优,46,241,25,50,4,36,0.52,30,,0
6,2020/10/7,良,81,354,59,84,5,54,0.89,28,,0
7,2020/10/8,轻度污染,113,359,85,93,3,67,0.92,18,,1
8,2020/10/9,轻度污染,141,362,107,106,3,69,1,36,,1
9,2020/10/10,中度污染,184,366,139,104,3,47,1,68,,1
10,2020/10/11,良,64,266,43,43,2,23,0.41,45,,0
11,2020/10/12,优,28,42,9,28,2,26,0.28,37,,0
12,2020/10/13,优,37,103,13,38,2,27,0.33,36,,0
13,2020/10/14,优,32,110,8,32,3,25,0.46,28,,0
14,2020/10/15,良,76,348,45,71,2,44,0.73,16,,0
15,2020/10/16,优,35,185,17,26,2,28,0.35,39,,0
16,2020/10/17,优,44,198,15,45,2,43,0.39,26,,0
17,2020/10/18,良,56,231,27,64,3,50,0.63,27,,0
18,2020/10/19,良,72,268,48,78,3,56,0.85,27,,0
19,2020/10/20,中度污染,152,355,115,119,3,76,1,16,,1
20,2020/10/21,轻度污染,109,317,43,140,2,24,0.37,41,,1
21,2020/10/22,优,49,144,12,59,2,22,0.27,40,,0
22,2020/10/23,优,23,10,7,21,1,17,0.23,35,,0
23,2020/10/24,良,56,122,29,65,3,46,0.56,28,,0
24,2020/10/25,轻度污染,104,346,78,119,5,68,0.93,26,,1
25,2020/10/26,轻度污染,117,320,84,118,4,59,0.88,37,,1
26,2020/10/27,优,44,94,8,47,2,24,0.3,43,,0
27,2020/10/28,优,44,134,15,47,3,41,0.43,21,,0
28,2020/10/29,良,62,214,34,74,3,57,0.62,16,,0
29,2020/10/30,良,71,248,51,80,2,55,0.7,27,,0
30,2020/10/31,中度污染,159,361,78,217,2,53,0.64,21,,1
0,2020/11/1,良,54,154,15,67,2,20,0.28,37,,0
1,2020/11/2,优,42,98,6,44,2,16,0.23,40,,0
2,2020/11/3,优,33,67,10,34,2,27,0.3,28,,0
3,2020/11/4,良,63,246,37,77,3,57,0.68,8,,0
4,2020/11/5,轻度污染,113,358,84,124,5,86,1.12,9,,1
5,2020/11/6,轻度污染,114,361,74,136,3,70,0.91,24,,1
6,2020/11/7,良,92,290,27,136,2,25,0.38,42,,0
7,2020/11/8,优,36,52,11,40,2,27,0.32,30,,0
8,2020/11/9,优,48,74,20,55,2,47,0.52,16,,0
9,2020/11/10,良,63,134,36,73,3,58,0.73,11,,0
10,2020/11/11,轻度污染,129,353,98,135,6,88,1.15,6,,1
11,2020/11/12,轻度污染,127,346,89,113,4,69,0.97,26,,1
12,2020/11/13,优,46,78,20,50,4,43,0.56,23,,0
13,2020/11/14,良,70,209,46,82,3,63,0.86,4,,0
14,2020/11/15,轻度污染,103,281,77,91,3,61,1.05,10,,1
15,2020/11/16,轻度污染,135,327,103,114,5,69,1.53,4,,1
16,2020/11/17,轻度污染,137,344,104,95,2,49,1.66,7,,1
17,2020/11/18,良,60,317,45,18,2,29,0.99,21,,0
18,2020/11/19,优,15,8,7,11,2,14,0.33,44,,0
19,2020/11/20,优,22,23,9,20,2,21,0.32,44,,0
20,2020/11/21,优,42,233,26,33,2,42,0.53,14,,0
21,2020/11/22,优,15,13,7,13,2,11,0.26,45,,0
22,2020/11/23,优,27,87,13,27,3,25,0.38,31,,0
23,2020/11/24,优,45,173,29,47,3,46,0.61,13,,0
24,2020/11/25,优,40,144,25,40,4,35,0.55,28,,0
25,2020/11/26,优,38,136,19,39,4,44,0.63,17,,0
26,2020/11/27,优,30,92,16,30,2,22,0.42,43,,0
27,2020/11/28,优,25,38,11,24,2,22,0.34,38,,0
28,2020/11/29,优,32,53,15,32,3,29,0.39,28,,0
29,2020/11/30,优,31,38,16,32,3,28,0.38,31,,0
0,2020/12/1,优,40,93,24,41,3,42,0.5,15,,0
1,2020/12/2,优,34,73,18,35,3,28,0.43,33,,0
2,2020/12/3,优,21,17,7,19,2,20,0.3,48,,0
3,2020/12/4,优,20,12,7,19,3,20,0.33,47,,0
4,2020/12/5,优,36,51,21,36,6,42,0.48,25,,0
5,2020/12/6,良,53,97,34,52,6,35,0.58,29,,0
6,2020/12/7,优,26,20,7,26,3,14,0.28,48,,0
7,2020/12/8,优,37,50,20,39,5,40,0.5,21,,0
8,2020/12/9,良,65,179,44,78,6,59,0.85,5,,0
9,2020/12/10,良,78,180,56,94,5,69,1.11,10,,0
10,2020/12/11,良,51,75,32,55,4,52,0.64,19,,0
11,2020/12/12,良,99,232,73,99,4,60,1.33,8,,0
12,2020/12/13,优,26,22,8,26,2,8,0.28,49,,0
13,2020/12/14,优,26,67,10,26,3,19,0.36,37,,0
14,2020/12/15,优,37,115,15,38,4,35,0.43,19,,0
15,2020/12/16,优,35,94,17,38,4,31,0.44,25,,0
16,2020/12/17,良,61,180,36,72,5,56,0.84,8,,0
17,2020/12/18,优,27,31,9,27,3,18,0.31,46,,0
18,2020/12/19,优,45,105,25,51,5,50,0.57,11,,0
19,2020/12/20,优,40,55,24,43,5,43,0.56,27,,0
20,2020/12/21,良,53,74,34,54,5,55,0.71,16,,0
21,2020/12/22,良,72,105,52,75,5,64,0.9,9,,0
22,2020/12/23,良,94,168,39,128,4,30,0.59,42,,0
23,2020/12/24,良,54,103,19,60,3,24,0.38,44,,0
24,2020/12/25,良,64,140,31,79,5,55,0.71,12,,0
25,2020/12/26,良,75,156,46,98,9,57,1.24,6,,0
26,2020/12/27,良,85,129,63,100,6,59,1.39,8,,0
27,2020/12/28,良,88,156,60,93,7,39,0.94,20,,0
28,2020/12/29,优,50,139,8,54,2,6,0.28,49,,0
29,2020/12/30,优,30,55,5,30,2,7,0.29,51,,0
30,2020/12/31,优,34,50,11,35,2,26,0.38,34,,0
0,2021/1/1,良,55,198,28,61,5,49,0.73,10,,0
1,2021/1/2,良,72,187,51,79,5,47,1.19,13,,0
2,2021/1/3,优,30,19,13,30,3,30,0.42,29,,0
3,2021/1/4,优,37,37,15,37,3,23,0.42,39,,0
4,2021/1/5,优,28,26,10,27,2,18,0.3,40,,0
5,2021/1/6,良,61,134,11,75,2,7,0.25,51,,0
6,2021/1/7,优,27,25,8,26,2,9,0.3,49,,0
7,2021/1/8,优,28,34,8,28,2,12,0.24,52,,0
8,2021/1/9,优,34,47,9,35,2,13,0.26,50,,0
9,2021/1/10,优,25,12,8,23,2,13,0.26,55,,0
10,2021/1/11,优,49,84,18,57,3,19,0.38,38,,0
11,2021/1/12,良,97,253,43,143,4,47,0.73,16,,0
12,2021/1/13,轻度污染,142,314,57,234,2,30,0.54,39,,1
13,2021/1/14,良,82,153,53,115,5,34,0.95,24,,0
14,2021/1/15,良,99,193,42,146,2,17,0.49,49,,0
15,2021/1/16,优,30,19,9,30,2,11,0.27,55,,0
16,2021/1/17,优,50,75,16,54,3,22,0.38,42,,0
17,2021/1/18,良,55,93,18,61,3,25,0.42,40,,0
18,2021/1/19,优,46,56,26,46,2,24,0.61,33,,0
19,2021/1/20,良,71,149,51,62,3,37,0.8,20,,0
20,2021/1/21,轻度污染,103,210,77,93,5,51,1.17,16,,1
21,2021/1/22,轻度污染,112,227,84,109,8,54,1.45,22,,1
22,2021/1/23,轻度污染,115,242,86,93,3,50,1.34,20,,1
23,2021/1/24,轻度污染,137,247,104,103,3,52,1.3,20,,1
24,2021/1/25,中度污染,175,314,132,106,2,59,1.5,10,,1
25,2021/1/26,轻度污染,110,258,82,78,2,40,1.08,30,,1
26,2021/1/27,良,54,98,27,60,5,33,0.74,35,,0
27,2021/1/28,优,44,72,6,48,2,7,0.24,64,,0
28,2021/1/29,优,47,90,19,50,3,31,0.53,27,,0
29,2021/1/30,良,68,170,40,86,4,47,0.88,19,,0
30,2021/1/31,良,87,225,63,81,3,33,1.05,28,,0
0,2021/2/1,优,48,89,20,52,2,12,0.38,55,,0
1,2021/2/2,优,36,45,13,36,2,17,0.42,47,,0
2,2021/2/3,优,47,71,17,50,3,23,0.47,40,,0
3,2021/2/4,良,54,96,33,60,4,34,0.62,37,,0
4,2021/2/5,良,65,159,41,73,4,44,0.83,32,,0
5,2021/2/6,良,81,259,33,112,3,26,0.53,52,,0
6,2021/2/7,优,46,81,24,57,3,12,0.44,58,,0
7,2021/2/8,优,43,112,29,41,3,28,0.62,41,,0
8,2021/2/9,良,84,284,62,71,5,39,0.92,42,,0
9,2021/2/10,良,99,291,74,81,6,39,1.04,53,,0
10,2021/2/11,重度污染,204,357,159,149,8,41,1.7,62,,1
11,2021/2/12,重度污染,249,356,201,205,8,31,1.62,76,,1
12,2021/2/13,严重污染,255,366,205,192,5,38,2.28,27,,1
13,2021/2/14,轻度污染,141,352,109,88,2,22,1.5,28,,1
14,2021/2/15,优,33,83,8,24,2,7,0.27,68,,0
15,2021/2/16,优,32,58,5,31,2,4,0.21,72,,0
16,2021/2/17,优,22,7,8,15,2,7,0.27,64,,0
17,2021/2/18,优,35,83,24,33,4,24,0.48,45,,0
18,2021/2/19,良,64,256,44,65,4,42,0.79,36,,0
19,2021/2/20,良,70,272,44,90,4,48,0.81,33,,0
20,2021/2/21,轻度污染,119,345,55,186,3,34,0.66,41,,1
21,2021/2/22,良,55,117,28,69,3,13,0.38,66,,0
22,2021/2/23,优,47,135,27,49,2,19,0.54,49,,0
23,2021/2/24,良,60,246,42,51,3,26,0.67,38,,0
24,2021/2/25,轻度污染,103,347,77,75,3,34,0.95,41,,1
25,2021/2/26,中度污染,170,353,129,107,4,39,1.3,54,,1
26,2021/2/27,中度污染,162,342,122,100,6,38,1.06,66,,1
27,2021/2/28,轻度污染,129,351,97,71,3,38,0.95,44,,1
0,2021/3/1,优,31,121,21,15,2,13,0.41,56,,0
1,2021/3/2,良,79,332,58,51,2,22,0.66,30,,0
2,2021/3/3,轻度污染,147,359,112,99,1,37,1.07,20,,1
3,2021/3/4,中度污染,198,365,149,128,2,49,1.34,18,,1
4,2021/3/5,中度污染,156,363,116,103,2,36,1.13,26,,1
5,2021/3/6,优,48,209,20,51,3,25,0.58,43,,0
6,2021/3/7,良,77,312,56,72,2,39,0.71,28,,0
7,2021/3/8,轻度污染,115,327,87,82,3,48,0.8,29,,1
8,2021/3/9,中度污染,184,362,141,110,4,50,1.02,43,,1
9,2021/3/10,重度污染,232,365,184,132,3,55,1.23,44,,1
10,2021/3/11,中度污染,163,349,123,81,2,39,0.93,51,,1
11,2021/3/12,轻度污染,135,351,103,69,2,36,0.9,36,,1
12,2021/3/13,轻度污染,134,341,102,60,2,29,1,49,,1
13,2021/3/14,中度污染,172,348,130,95,1,46,0.98,24,,1
14,2021/3/15,严重污染,363,345,208,1563,2,19,0.42,54,,1
15,2021/3/16,轻度污染,114,238,36,178,2,19,0.29,59,,1
16,2021/3/17,中度污染,185,294,62,312,3,49,0.63,22,,1
17,2021/3/18,良,97,311,55,130,2,27,0.63,46,,0
18,2021/3/19,良,97,301,72,91,2,34,0.77,31,,0
19,2021/3/20,良,83,228,30,88,2,16,0.45,50,,0
20,2021/3/21,优,32,56,6,31,2,10,0.23,71,,0
21,2021/3/22,轻度污染,128,349,27,207,2,27,0.31,45,,1
22,2021/3/23,良,87,274,37,123,3,42,0.48,43,,0
23,2021/3/24,轻度污染,106,323,40,162,2,30,0.4,56,,1
24,2021/3/25,良,88,248,56,115,4,40,0.5,65,,0
25,2021/3/26,中度污染,178,362,134,159,3,73,1.01,31,,1
26,2021/3/27,中度污染,178,359,134,111,2,39,1,51,,1
27,2021/3/28,严重污染,289,335,132,790,2,17,0.4,68,,1
28,2021/3/29,良,87,219,20,125,2,22,0.25,64,,0
29,2021/3/30,轻度污染,141,266,53,224,3,35,0.5,56,,1
30,2021/3/31,轻度污染,115,312,53,181,2,39,0.55,53,,1
0,2021/4/1,轻度污染,113,351,73,176,8,44,0.93,78,,1
1,2021/4/2,良,59,281,36,68,2,26,0.45,73,,0
2,2021/4/3,优,37,173,13,27,2,18,0.27,65,,0
3,2021/4/4,优,32,77,6,28,2,20,0.22,68,,0
4,2021/4/5,良,60,279,30,70,3,29,0.38,68,,0
5,2021/4/6,良,55,190,30,60,2,31,0.39,73,,0
6,2021/4/7,良,66,283,39,81,4,35,0.51,67,,0
7,2021/4/8,良,64,280,33,72,3,34,0.42,69,,0
8,2021/4/9,良,64,265,40,77,6,33,0.65,74,,0
9,2021/4/10,良,89,340,65,101,7,39,0.88,79,,0
10,2021/4/11,良,83,343,59,95,3,34,0.53,79,,0
11,2021/4/12,良,74,307,47,73,3,31,0.59,51,,0
12,2021/4/13,优,30,76,5,24,2,13,0.22,74,,0
13,2021/4/14,良,66,319,23,83,2,27,0.3,57,,0
14,2021/4/15,中度污染,171,328,69,306,4,23,0.4,67,,1
15,2021/4/16,轻度污染,111,270,36,172,2,8,0.21,70,,1
16,2021/4/17,优,34,54,9,33,2,13,0.22,68,,0
17,2021/4/18,良,64,206,25,78,3,32,0.35,60,,0
18,2021/4/19,良,90,351,54,131,3,39,0.5,87,,0
19,2021/4/20,良,87,344,52,125,3,38,0.57,101,,0
20,2021/4/21,良,64,309,39,76,2,34,0.55,83,,0
21,2021/4/22,优,47,166,32,42,2,26,0.62,69,,0
22,2021/4/23,优,46,153,24,37,2,21,0.5,69,,0
23,2021/4/24,优,41,158,20,41,2,20,0.45,79,,0
24,2021/4/25,良,56,296,38,58,2,26,0.55,77,,0
25,2021/4/26,良,57,264,36,62,3,28,0.49,76,,0
26,2021/4/27,良,80,273,28,108,2,19,0.35,70,,0
27,2021/4/28,良,57,193,13,64,2,16,0.22,74,,0
28,2021/4/29,良,56,181,16,66,2,20,0.26,67,,0
29,2021/4/30,优,32,35,12,30,2,23,0.3,59,,0
0,2021/5/1,优,29,13,9,29,2,16,0.25,56,,0
1,2021/5/2,优,41,95,12,43,2,17,0.25,67,,0
2,2021/5/3,良,65,299,35,78,4,24,0.49,88,,0
3,2021/5/4,良,54,222,13,63,2,11,0.24,80,,0
4,2021/5/5,良,74,276,26,99,2,18,0.3,82,,0
5,2021/5/6,中度污染,200,342,82,339,3,17,0.84,81,,1
6,2021/5/7,轻度污染,142,254,72,215,2,8,0.25,81,,1
7,2021/5/8,良,95,253,44,130,2,16,0.25,72,,0
8,2021/5/9,良,52,199,20,54,3,30,0.37,72,,0
9,2021/5/10,良,52,225,21,56,3,27,0.48,89,,0
10,2021/5/11,优,50,249,23,48,2,23,0.57,97,,0
11,2021/5/12,优,47,213,13,47,2,28,0.4,83,,0
12,2021/5/13,良,61,288,41,69,4,30,0.91,79,,0
13,2021/5/14,良,64,318,40,76,2,28,1.07,71,,0
14,2021/5/15,优,35,262,12,32,2,14,0.4,63,,0
15,2021/5/16,优,26,142,3,20,2,17,0.24,66,,0
16,2021/5/17,优,43,270,11,43,2,30,0.32,68,,0
17,2021/5/18,良,57,305,20,63,2,34,0.4,81,,0
18,2021/5/19,良,72,340,30,75,4,25,0.54,121,,0
19,2021/5/20,良,63,312,35,72,2,20,0.53,108,,0
20,2021/5/21,良,71,325,37,71,2,21,0.61,119,,0
21,2021/5/22,良,76,309,32,83,2,22,0.6,130,,0
22,2021/5/23,轻度污染,135,347,51,191,2,10,0.23,69,,1
23,2021/5/24,良,53,209,14,59,2,14,0.22,59,,0
24,2021/5/25,良,67,262,18,83,2,16,0.32,88,,0
25,2021/5/26,良,52,260,16,59,2,22,0.38,76,,0
26,2021/5/27,优,39,194,11,40,2,23,0.31,54,,0
27,2021/5/28,优,28,81,3,18,2,10,0.2,81,,0
28,2021/5/29,优,39,160,8,32,2,14,0.25,91,,0
29,2021/5/30,优,45,206,16,39,2,18,0.38,105,,0
30,2021/5/31,优,42,148,25,41,2,23,0.79,63,,0
0,2021/6/1,优,37,153,14,34,2,19,0.5,75,,0
1,2021/6/2,优,45,222,21,47,2,25,0.64,66,,0
2,2021/6/3,优,27,70,2,21,2,15,0.23,61,,0
3,2021/6/4,优,34,139,6,29,2,18,0.25,60,,0
4,2021/6/5,优,30,61,7,23,2,19,0.26,63,,0
5,2021/6/6,优,44,115,11,42,2,22,0.38,92,,0
6,2021/6/7,优,49,148,20,46,3,18,0.64,110,,0
7,2021/6/8,良,61,287,27,54,2,16,0.75,137,,0
8,2021/6/9,良,51,248,28,56,2,20,1.59,84,,0
9,2021/6/10,优,32,145,9,22,2,15,0.35,97,,0
10,2021/6/11,良,51,248,14,44,2,29,0.38,99,,0
11,2021/6/12,良,88,350,29,77,3,31,0.54,149,,0
12,2021/6/13,良,81,352,44,94,3,21,1.05,150,,0
13,2021/6/14,优,33,214,21,31,3,13,0.93,85,,0
14,2021/6/15,良,52,331,22,35,2,12,0.7,118,,0
15,2021/6/16,优,33,217,18,33,2,18,0.63,60,,0
16,2021/6/17,优,28,163,7,16,2,15,0.37,64,,0
17,2021/6/18,优,29,152,5,25,2,18,0.23,62,,0
18,2021/6/19,优,36,192,8,33,2,23,0.23,58,,0
19,2021/6/20,优,38,188,9,33,2,23,0.26,66,,0
20,2021/6/21,良,63,289,17,65,3,24,0.45,114,,0
21,2021/6/22,良,53,231,14,43,2,16,0.49,117,,0
22,2021/6/23,优,38,111,18,34,2,20,0.44,78,,0
23,2021/6/24,优,43,174,23,44,2,24,0.53,90,,0
24,2021/6/25,优,49,251,31,49,2,17,0.84,99,,0
25,2021/6/26,优,40,230,20,37,2,13,0.66,104,,0
26,2021/6/27,良,57,319,25,46,2,15,0.73,113,,0
27,2021/6/28,良,62,314,32,54,2,15,0.8,126,,0
28,2021/6/29,优,43,246,26,41,2,12,0.65,95,,0
29,2021/6/30,优,34,181,13,27,2,9,0.53,108,,0
0,2021/7/1,优,34,202,12,27,2,12,0.43,96,,0
1,2021/7/2,优,37,256,10,23,2,10,0.4,109,,0
2,2021/7/3,优,37,255,7,15,2,9,0.47,113,,0
3,2021/7/4,优,33,169,9,21,2,14,0.41,82,,0
4,2021/7/5,优,35,192,10,29,2,19,0.47,82,,0
5,2021/7/6,优,38,221,11,20,3,10,0.49,116,,0
6,2021/7/7,优,49,293,21,40,2,15,0.64,108,,0
7,2021/7/8,优,38,253,12,31,2,17,0.48,92,,0
8,2021/7/9,良,51,308,16,37,2,15,0.55,125,,0
9,2021/7/10,良,62,335,31,67,2,19,0.87,116,,0
10,2021/7/11,优,49,304,26,48,2,14,0.85,120,,0
11,2021/7/12,优,16,14,4,5,2,8,0.44,51,,0
12,2021/7/13,优,21,38,8,16,2,12,0.59,59,,0
13,2021/7/14,优,37,219,19,33,2,13,0.75,93,,0
14,2021/7/15,优,45,307,26,42,3,13,0.87,106,,0
15,2021/7/16,优,34,225,17,32,2,10,0.73,95,,0
16,2021/7/17,优,23,108,12,22,3,9,0.58,52,,0
17,2021/7/18,优,26,129,15,25,2,11,0.61,47,,0
18,2021/7/19,优,29,157,16,28,2,13,0.56,68,,0
19,2021/7/20,优,36,279,18,34,2,13,0.59,68,,0
20,2021/7/21,优,32,253,16,32,2,15,0.6,51,,0
21,2021/7/22,优,25,91,13,24,2,17,0.65,34,,0
22,2021/7/23,优,33,198,14,30,2,16,0.48,64,,0
23,2021/7/24,优,50,325,26,52,2,17,0.54,87,,0
24,2021/7/25,良,54,342,30,59,2,17,0.6,90,,0
25,2021/7/26,良,54,344,29,59,2,16,0.67,86,,0
26,2021/7/27,优,24,116,11,16,2,11,0.55,73,,0
27,2021/7/28,优,20,53,11,19,2,15,0.62,35,,0
28,2021/7/29,优,20,49,9,16,2,13,0.53,35,,0
29,2021/7/30,优,19,19,6,13,2,10,0.43,53,,0
30,2021/7/31,优,43,224,14,36,2,14,0.58,86,,0
0,2021/8/1,优,23,45,5,17,2,9,0.37,66,,0
1,2021/8/2,优,24,62,4,18,2,11,0.38,66,,0
2,2021/8/3,优,39,184,15,39,2,12,0.7,89,,0
3,2021/8/4,优,49,293,28,47,2,14,0.75,109,,0
4,2021/8/5,优,43,267,25,41,2,12,0.68,109,,0
5,2021/8/6,优,40,242,23,40,2,16,0.58,85,,0
6,2021/8/7,良,68,337,40,69,2,17,0.73,108,,0
7,2021/8/8,良,64,334,40,76,2,19,0.77,107,,0
8,2021/8/9,优,40,162,16,23,2,9,0.58,121,,0
9,2021/8/10,优,35,170,13,28,2,15,0.56,90,,0
10,2021/8/11,良,52,304,29,53,2,18,0.82,89,,0
11,2021/8/12,优,48,296,26,48,2,13,0.89,95,,0
12,2021/8/13,优,42,289,21,41,2,15,0.72,90,,0
13,2021/8/14,优,36,250,22,36,2,12,0.68,86,,0
14,2021/8/15,优,34,220,19,34,2,14,0.64,68,,0
15,2021/8/16,优,35,244,22,33,2,14,0.76,75,,0
16,2021/8/17,优,27,143,9,16,2,10,0.53,77,,0
17,2021/8/18,优,33,179,14,32,2,18,0.53,69,,0
18,2021/8/19,优,29,105,14,22,2,13,0.59,67,,0
19,2021/8/20,优,26,87,8,15,2,11,0.62,77,,0
20,2021/8/21,优,31,151,10,25,2,15,0.55,67,,0
21,2021/8/22,良,58,330,33,67,2,17,1.32,85,,0
22,2021/8/23,优,49,321,25,49,2,11,0.69,96,,0
23,2021/8/24,优,24,73,8,17,2,11,0.38,73,,0
24,2021/8/25,优,19,43,5,16,2,14,0.37,57,,0
25,2021/8/26,优,19,34,4,15,2,12,0.37,52,,0
26,2021/8/27,优,24,106,7,20,3,15,0.41,55,,0
27,2021/8/28,优,26,124,9,24,2,19,0.43,42,,0
28,2021/8/29,优,37,228,16,38,2,17,0.45,73,,0
29,2021/8/30,优,50,331,25,50,2,21,0.58,82,,0
30,2021/8/31,优,42,268,23,37,2,18,0.62,85,,0
0,2021/9/1,优,40,242,15,35,2,23,0.5,84,,0
1,2021/9/2,优,45,267,20,43,2,21,0.55,91,,0
2,2021/9/3,良,53,316,27,52,2,20,0.65,98,,0
3,2021/9/4,优,35,215,21,33,2,16,0.79,75,,0
4,2021/9/5,优,25,98,13,23,2,14,0.53,59,,0
5,2021/9/6,优,19,24,4,8,3,11,0.4,51,,0
6,2021/9/7,优,28,142,10,26,2,17,0.45,62,,0
7,2021/9/8,优,38,193,19,36,2,18,0.58,92,,0
8,2021/9/9,优,47,239,32,48,2,22,0.73,71,,0
9,2021/9/10,良,53,257,31,53,2,20,0.79,90,,0
10,2021/9/11,良,65,322,42,72,2,22,0.93,97,,0
11,2021/9/12,优,50,252,28,53,2,21,0.91,54,,0
12,2021/9/13,优,35,168,17,32,2,18,0.77,55,,0
13,2021/9/14,优,37,188,19,36,2,19,0.78,44,,0
14,2021/9/15,优,44,246,18,44,2,26,0.7,43,,0
15,2021/9/16,优,31,168,15,31,2,24,0.68,29,,0
16,2021/9/17,优,27,97,8,22,2,19,0.42,44,,0
17,2021/9/18,优,42,217,18,44,2,28,0.53,43,,0
18,2021/9/19,优,31,160,20,30,2,19,0.6,44,,0
19,2021/9/20,优,21,35,4,5,2,11,0.52,61,,0
20,2021/9/21,优,20,40,4,13,2,15,0.43,51,,0
21,2021/9/22,优,29,114,8,26,2,20,0.43,59,,0
22,2021/9/23,优,47,235,20,47,3,28,0.66,68,,0
23,2021/9/24,优,24,70,14,20,2,18,0.86,51,,0
24,2021/9/25,优,26,109,13,23,2,16,0.6,52,,0
25,2021/9/26,优,21,69,12,20,2,20,0.58,32,,0
26,2021/9/27,优,27,103,11,23,2,19,0.49,48,,0
27,2021/9/28,优,47,235,22,49,2,27,0.62,44,,0
28,2021/9/29,优,43,226,17,43,2,26,0.54,47,,0
